position,title,artists,album,duration,duration_seconds,videoId,likeStatus,inLibrary
193,Me Odio,Los Tres Caballeros,Recuerdos De Ipacaraí,2:52,172,XhrU3Gk0-8A,INDIFFERENT,False
194,La Número Cien,Los Jaibos,Loca Pasión,2:44,164,tnGnK8eJYzA,INDIFFERENT,False
195,Mucho corazón,Los Tecolines,Antología... Los Tecolines,3:07,187,3Uiucqsl580,INDIFFERENT,False
196,Como un Lunar,Álvaro Carrillo,La Coleccion Del Siglo,3:07,187,oyJblQ2T-OI,INDIFFERENT,False
197,Mi Linda Esposa,Los Dandy's,"""Dos Paralelas""",3:09,189,w_gMHEPIgKU,INDIFFERENT,False
198,Volvi la Espalda,Johnny Albino,Celoso y Solitario,2:53,173,pgeu0hlYWe8,INDIFFERENT,False
199,Dile Que por Mi No Tema,Celia Cruz,Boleros Inolvídables 100 Superéxitos,2:33,153,vF7MI6VjhNg,INDIFFERENT,False
200,La Enramada,Javier Solís,24 Grandes Éxitos,1:55,115,aSnjLALhvtM,INDIFFERENT,False
201,Orgullo,Trios De México,Mexican Music: Trios,3:12,192,kTu40IwkAPA,INDIFFERENT,False
202,Piel Canela,Eydie Gormé,Here Comes... Eydie Gormé!,2:19,139,dkw63jLuXrg,INDIFFERENT,False
203,Consentida,Los Tres Diamantes,"Coleccion Del Recuerdo ""Trios""",3:10,190,4BFDxPsY1Y4,INDIFFERENT,False
204,Triunfamos,Trío Los Panchos,Personalidad,2:12,132,ER8JFdWfJ_Q,INDIFFERENT,False
205,Cuando Vuelva a Tu Lado,Los Tres Caballeros,Lo Mejor De,2:55,175,1qwWufKs2DY,INDIFFERENT,False
206,Rayito de Luna (Bolero),Los Tres Reyes,100 Canciones Con los Mejores Tríos,2:44,164,jxdrpLUI9Ho,INDIFFERENT,False
207,Toda una vida,Los Tecolines,Serenata con Los Tecolines,2:45,165,ZAPf67hJC2I,INDIFFERENT,False
208,Eternamente,Los Dandys,Los Serie De Los 20 Exitos Los Mejores Trios,3:06,186,aCKg6Q2ptq8,INDIFFERENT,False
209,Nuestro Juramento,Julio Jaramillo,El Ruiseñor de America,3:16,196,b4pa2-kF51c,INDIFFERENT,False
